"day","geoid","cases","cases_avg","cases_avg_per_100k","deaths","deaths_avg","deaths_avg_per_100k","total_vaccinations","people_vaccinated","people_fully_vaccinated"
"2020-12-13","USA","184219","210345.92","63.39","1357","2423.77","0.73","45620","36817","9669"
"2020-12-14","USA","200885","210850.49","63.55","1678","2434.24","0.73","50468","41465","9833"
"2020-12-15","USA","203153","210984.35","63.59","3025","2498.83","0.75","98353","87883","10161"
"2020-12-16","USA","244827","214771.21","64.73","3611","2574.44","0.78","258504","243398","10679"
"2020-12-17","USA","237709","216176.06","65.15","3298","2609.99","0.79","533742","511644","11505"
"2020-12-18","USA","251190","218502.08","65.85","2870","2615.96","0.79","954790","923222","12831"
"2020-12-19","USA","193905","216284.67","65.18","2561","2635.39","0.79","1139003","1103020","13990"
"2020-12-20","USA","179911","215935.81","65.08","1429","2641.96","0.8","1246202","1207930","14813"
"2020-12-21","USA","201518","216028.41","65.11","1963","2692.07","0.81","1633303","1587344","16487"
"2020-12-22","USA","201637","215815.39","65.04","3239","2714.25","0.82","2084575","2029284","19503"
"2020-12-23","USA","227763","213378.04","64.31","3412","2685.16","0.81","2662880","2595428","22769"
"2020-12-24","USA","193511","207256.64","62.46","2824","2624.08","0.79","2860781","2788297","24017"
"2020-12-25","USA","100931","194653.79","58.66","1129","2489.7","0.75","2873624","2800935","24155"
"2020-12-26","USA","216861","189991.3","57.26","1646","2279.58","0.69","3017158","2940849","25225"
"2020-12-27","USA","152089","185516.16","55.91","1230","2228.93","0.67","3114027","3034790","26034"
"2020-12-28","USA","189010","183117.59","55.19","1899","2192.03","0.66","3711556","3617005","30521"
"2020-12-29","USA","201030","183031.27","55.16","3628","2258.46","0.68","4440692","4326189","36033"
"2020-12-30","USA","228949","183194.51","55.21","3808","2316.95","0.7","5289609","5154420","43704"
"2020-12-31","USA","231024","188525.43","56.82","3462","2399.74","0.72","5716312","5570284","47241"
"2021-01-01","USA","147248","195604.95","58.95","1920","2507.43","0.76","5854174","5694637","56597"
"2021-01-02","USA","291610","205235.78","61.85","2373","2586.5","0.78","6123124","5954167","59709"
"2021-01-03","USA","201780","212412.1","64.02","1351","2606.68","0.79","6264523","6087979","62303"
"2021-01-04","USA","251830","215017.32","64.8","2049","2652.03","0.8","6930229","6693548","107970"
"2021-01-05","USA","235016","220002.89","66.3","3689","2660.86","0.8","7771008","7431907","196522"
"2021-01-06","USA","255966","224017.49","67.51","3964","2687.15","0.81","8801611","8268139","371487"
"2021-01-07","USA","280334","230964.37","69.61","4113","2764.7","0.83","9979326","9138645","655638"
"2021-01-08","USA","300777","244360.59","73.64","3895","2942.48","0.89","11224067","9989310","1023633"
"2021-01-09","USA","251919","246664","74.34","3259","3173.8","0.96","11736696","10361380","1153675"
"2021-01-10","USA","208295","247589.24","74.62","1777","3217.65","0.97","11989784","10538948","1223570"
"2021-01-11","USA","226316","251239.55","75.72","2048","3245.72","0.98","13068929","11265251","1550632"
"2021-01-12","USA","229977","250506.18","75.5","4406","3316.26","1","14334853","12187080","1868119"
"2021-01-13","USA","229325","246700.61","74.35","3930","3326.34","1","15669707","13222990","2141448"
"2021-01-14","USA","239522","240968.47","72.62","3980","3322.86","1","16995452","14385052","2279153"
"2021-01-15","USA","239853","232195.04","69.98","3749","3309.36","1","18264041","15508950","2401789"
"2021-01-16","USA","202193","225074.75","67.83","3341","3323.02","1","18915824","16076975","2474991"
"2021-01-17","USA","170094","219080.89","66.03","1730","3287.25","0.99","19218336","16333247","2517266"
"2021-01-18","USA","141133","209251.74","63.06","1441","3221.1","0.97","20110141","16978110","2746764"
"2021-01-19","USA","186944","201953.14","60.86","2771","3064.11","0.92","21463944","17946827","3107581"
"2021-01-20","USA","185488","195751.66","58.99","4380","3096.8","0.93","23079181","19108490","3532501"
"2021-01-21","USA","190482","189320.66","57.06","4135","3124.67","0.94","24726816","20447780","3811415"
"2021-01-22","USA","191565","182429.64","54.98","3731","3124.48","0.94","26373687","21853861","4024485"
"2021-01-23","USA","167917","177388.07","53.46","3322","3113.41","0.94","27287063","22598456","4177806"
"2021-01-24","USA","129676","171497.77","51.69","1815","3111.63","0.94","27690932","22905931","4267342"
"2021-01-25","USA","156576","172349.06","51.94","1907","3141.56","0.95","29075771","23771374","4761605"
"2021-01-26","USA","150638","167477.43","50.47","4098","3342.21","1.01","30746637","24826877","5347952"
"2021-01-27","USA","155770","163234.2","49.19","4102","3309.57","1","32684763","26077399","6000698"
"2021-01-28","USA","166175","159758.16","48.15","3868","3279.71","0.99","34655252","27448006","6563770"
"2021-01-29","USA","164615","155909.57","46.99","3600","3248.38","0.98","36580372","28824725","7063931"
"2021-01-30","USA","133800","151497.14","45.66","2641","3180","0.96","37602504","29581867","7309441"
"2021-01-31","USA","114040","148606.38","44.79","1864","3112.16","0.94","38066296","29904700","7439022"
"2021-02-01","USA","141609","143981.14","43.39","1950","3119.95","0.94","39485009","30689278","8025696"
"2021-02-02","USA","115256","138952.71","41.88","3611","3058.99","0.92","41197818","31658111","8731841"
"2021-02-03","USA","120183","132918.84","40.06","3843","3022.14","0.91","43351693","32922119","9573333"
"2021-02-04","USA","125636","127359.29","38.38","5117","2984.93","0.9","45708674","34310101","10493690"
"2021-02-05","USA","129501","122268.57","36.85","3570","2978.27","0.9","48076553","35667252","11461790"
"2021-02-06","USA","104947","116265.84","35.04","2662","2960.52","0.89","49383802","36521023","11886941"
"2021-02-07","USA","87281","113827.54","34.3","1301","2923.43","0.88","49827294","36796219","12045089"
"2021-02-08","USA","92982","110042.98","33.16","1583","2857.29","0.86","51414409","37635054","12755772"
"2021-02-09","USA","96390","107052.71","32.26","3170","2814.21","0.85","53396358","38671322","13659168"
"2021-02-10","USA","94975","104551.57","31.51","3254","2733.59","0.82","55714633","39902399","14704438"
"2021-02-11","USA","105640","101688.71","30.65","3878","2678.15","0.81","58136047","41179619","15805159"
"2021-02-12","USA","99627","97415.39","29.36","5463","2595.4","0.78","60741211","42566921","16971653"
"2021-02-13","USA","84652","94514.96","28.48","3372","2537.83","0.76","62219717","43439991","17545883"
"2021-02-14","USA","63780","91159.53","27.47","1081","2485.08","0.75","62811106","43783854","17777513"
"2021-02-15","USA","55272","85939.89","25.9","994","2413.97","0.73","64010045","44401512","18323001"
"2021-02-16","USA","64540","81408.6","24.53","1707","2205.43","0.66","65636435","45198913","19115477"
"2021-02-17","USA","70161","77606.06","23.39","2471","2100.03","0.63","67610948","46135232","20111570"
"2021-02-18","USA","71791","72776.7","21.93","2625","2011.89","0.61","69474219","46968799","21092098"
"2021-02-19","USA","78012","69702.56","21.01","2621","1969.07","0.59","71445759","47788087","22195115"
"2021-02-20","USA","69720","67479.85","20.34","1831","1906.7","0.57","72757200","48384342","22880324"
"2021-02-21","USA","55180","66231.29","19.96","1247","1924.65","0.58","73358924","48639402","23207465"
"2021-02-22","USA","59466","66768.97","20.12","1454","1972.41","0.59","74828958","49254909","24016800"
"2021-02-23","USA","71913","67854.05","20.45","2328","2056.64","0.62","76775442","50119355","25051385"
"2021-02-24","USA","74194","68610.71","20.68","3210","2102.31","0.63","79311352","51363520","26294065"
"2021-02-25","USA","77882","69480.86","20.94","2465","2095.09","0.63","82257772","52899249","27645539"
"2021-02-26","USA","78317","69526.86","20.95","2176","2022.1","0.61","85379828","54568528","29040426"
"2021-02-27","USA","62674","68536.73","20.66","1567","1963.91","0.59","87376038","55705443","29864103"
"2021-02-28","USA","50905","67804.87","20.43","1129","1940.68","0.58","88232689","56236747","30163870"
"2021-03-01","USA","56696","67040.16","20.2","1425","1928.49","0.58","90330534","57457783","30976924"
"2021-03-02","USA","57644","65111.18","19.62","1306","1948.7","0.59","92805077","58922002","31947383"
"2021-03-03","USA","66612","63819.53","19.23","2369","1898.67","0.57","95721666","60664565","33083812"
"2021-03-04","USA","67282","62256.39","18.76","1949","1860.24","0.56","98931744","62620210","34337816"
"2021-03-05","USA","65695","60366.28","18.19","2483","1803.18","0.54","102173757","64626215","35659038"
"2021-03-06","USA","56585","59576.03","17.95","1459","1799.7","0.54","104242436","65977094","36532157"
"2021-03-07","USA","40064","58260.17","17.56","676","1706.02","0.51","105176040","66654619","36884011"
"2021-03-08","USA","94513","57214.09","17.24","820","1636.54","0.49","107350219","68136544","37748021"
"2021-03-09","USA","55899","56791.52","17.12","1885","1558.79","0.47","110074225","69949085","38844767"
"2021-03-10","USA","58195","55954.34","16.86","1474","1462.06","0.44","113219962","72021699","40128395"
"2021-03-11","USA","62387","55204.77","16.64","1524","1413.45","0.43","116688784","74317090","41541840"
"2021-03-12","USA","64166","54963.7","16.56","1705","1358.23","0.41","120141884","76452204","43084511"
"2021-03-13","USA","49557","53964.87","16.26","1874","1313.35","0.4","122343966","77839621","44116183"
"2021-03-14","USA","37989","53628.77","16.16","569","1269.01","0.38","123329855","78486481","44548562"
"2021-03-15","USA","57164","54195.62","16.33","753","1244.82","0.38","125612278","79982982","45428572"
"2021-03-16","USA","54531","54147.91","16.32","1244","1178.68","0.36","128506033","81916720","46492000"
"2021-03-17","USA","58931","54282.28","16.36","1177","1155.42","0.35","131682691","84047509","47637696"
"2021-03-18","USA","60470","54133.51","16.31","1558","1114.15","0.34","135084905","86339652","48855798"
"2021-03-19","USA","60623","53560.65","16.14","1514","1087.44","0.33","138405274","88544162","50088903"
"2021-03-20","USA","54425","54366.51","16.38","772","1041.72","0.31","140570830","89962203","50955635"
"2021-03-21","USA","34193","53981.37","16.27","448","1019.13","0.31","141598741","90645717","51336336"
"2021-03-22","USA","54716","53964.79","16.26","648","998.01","0.3","143955592","92245549","52151397"
"2021-03-23","USA","56746","54307.78","16.37","893","980.76","0.3","147015330","94223506","53312733"
"2021-03-24","USA","79903","57290.38","17.27","1590","1008.95","0.3","150569265","96427827","54747062"
"2021-03-25","USA","69116","58244.14","17.55","1270","1008.3","0.3","154393853","98683388","56407425"
"2021-03-26","USA","74499","60295.75","18.17","1260","980.6","0.3","158206894","100771604","58221293"
"2021-03-27","USA","60700","61243.07","18.46","780","979.26","0.3","160682919","102142533","59391813"
"2021-03-28","USA","44515","62695.43","18.89","490","979.86","0.3","161894806","102813395","59944968"
"2021-03-29","USA","70739","64983.71","19.58","685","985.91","0.3","164728895","104418326","61229018"
"2021-03-30","USA","62234","65844.86","19.84","947","1005.21","0.3","168321927","106428542","62900117"
"2021-03-31","USA","67936","64064","19.31","1135","954.53","0.29","172494725","108836606","64852669"
"2021-04-01","USA","77193","65452.43","19.73","957","911.14","0.27","177076502","111366707","67123179"
"2021-04-02","USA","68589","64970.43","19.58","956","870.61","0.26","180723033","113410787","68954015"
"2021-04-03","USA","64136","65518.86","19.75","753","864.3","0.26","183030847","114735732","70118739"
"2021-04-04","USA","36823","64534.16","19.45","272","839.14","0.25","183796134","115173732","70491683"
"2021-04-05","USA","76594","64711.34","19.5","530","795.26","0.24","186899414","116907607","72099738"
"2021-04-06","USA","61972","64748.57","19.51","909","791.37","0.24","190874444","119190986","74190247"
"2021-04-07","USA","73090","65484.54","19.74","2571","773.17","0.23","195235067","121749584","76507143"
"2021-04-08","USA","80458","65948.32","19.88","1002","774.86","0.23","199738657","124309301","79041912"
"2021-04-09","USA","81582","67461.43","20.33","946","772.82","0.23","204055134","126741072","81496071"
"2021-04-10","USA","64758","67475.43","20.34","704","763.3","0.23","206950142","128465664","83163225"
"2021-04-11","USA","47977","68254.65","20.57","301","756.42","0.23","208353016","129298792","83968805"
"2021-04-12","USA","71932","68775.79","20.73","465","754.19","0.23","211379731","130941481","85698935"
"2021-04-13","USA","77321","70671.72","21.3","983","759.96","0.23","214865134","132687710","87421998"
"2021-04-14","USA","75750","71093.15","21.43","935","755.74","0.23","218574244","134425980","89353466"
"2021-04-15","USA","73694","70150.84","21.14","917","744.37","0.22","222334927","136188957","91307354"
"2021-04-16","USA","78354","69792.78","21.03","935","735.58","0.22","225950584","137840787","93232139"
"2021-04-17","USA","53874","69195.06","20.85","677","737.81","0.22","228320920","139003409","94417981"
"2021-04-18","USA","41399","68260.92","20.57","358","731.76","0.22","229457616","139542431","95002531"
"2021-04-19","USA","70260","67285.76","20.28","485","734.5","0.22","232049874","140634414","96470704"
"2021-04-20","USA","61024","65017.57","19.59","832","727.86","0.22","235289528","142000331","98309408"
"2021-04-21","USA","62495","63233.08","19.06","840","715.9","0.22","238781654","143392407","100367926"
"2021-04-22","USA","66241","62227.62","18.75","911","720.22","0.22","242291910","144807065","102425820"
"2021-04-23","USA","63784","60124.79","18.12","873","713.24","0.21","245604243","146175661","104335708"
"2021-04-24","USA","50468","58656.45","17.68","725","716.23","0.22","247820516","147178664","105531936"
"2021-04-25","USA","33591","57439.02","17.31","282","710.65","0.21","248816796","147668988","106030337"
"2021-04-26","USA","47335","56737.61","17.1","479","702.25","0.21","251217978","148611252","107469048"
"2021-04-27","USA","51877","55667.63","16.78","713","712.18","0.21","254122446","149725077","109263630"
"2021-04-28","USA","54818","54594.03","16.45","934","726.8","0.22","257220868","150875472","111234752"
"2021-04-29","USA","57582","53412.46","16.1","874","721.61","0.22","260284037","151999126","113220949"
"2021-04-30","USA","58517","52558.52","15.84","860","720.49","0.22","263209607","153123692","115074274"
"2021-05-01","USA","44759","51483.98","15.52","715","720.93","0.22","265082725","153838605","116251632"
"2021-05-02","USA","29632","50708.29","15.28","312","724.51","0.22","265965311","154165237","116839223"
"2021-05-03","USA","49944","49590","14.95","459","719.36","0.22","267938366","154809400","118243372"
"2021-05-04","USA","40955","48079.75","14.49","904","725.27","0.22","270449723","155630438","120005585"
"2021-05-05","USA","44719","46526.46","14.02","776","707.08","0.21","273013863","156451090","121821713"
"2021-05-06","USA","47694","45132.89","13.6","832","695.15","0.21","275549433","157234158","123648270"
"2021-05-07","USA","47493","43506.99","13.11","812","688.88","0.21","278072481","158034336","125444391"
"2021-05-08","USA","33666","41879.44","12.62","604","674.77","0.2","279615963","158540883","126539674"
"2021-05-09","USA","22328","40781.63","12.29","246","666.11","0.2","280233338","158745361","126979633"
"2021-05-10","USA","36557","38836.24","11.7","370","657.69","0.2","281845756","159229735","128159666"
"2021-05-11","USA","34041","37806.74","11.39","693","621.87","0.19","283903317","159888862","129618664"
"2021-05-12","USA","35483","36749.79","11.08","848","637.67","0.19","285930430","160535042","131065693"
"2021-05-13","USA","38439","35373.05","10.66","780","630.63","0.19","288220296","161465741","132482306"
"2021-05-14","USA","40981","33784.58","10.18","732","629.5","0.19","290685802","162562974","133928070"
"2021-05-15","USA","29050","32919.3","9.92","559","621.84","0.19","292543580","163474883","134926393"
"2021-05-16","USA","16710","32111.16","9.68","292","625.77","0.19","293481568","163954568","135415319"
"2021-05-17","USA","29207","30892.21","9.31","384","618.21","0.19","295313838","164844565","136432625"
"2021-05-18","USA","27863","29951.09","9.03","867","629.7","0.19","297397450","165840096","137604156"
"2021-05-19","USA","28794","28960.95","8.73","675","611.43","0.18","299495675","166830923","138790490"
"2021-05-20","USA","29618","27829.89","8.39","654","589.66","0.18","301525193","167754807","139975587"
"2021-05-21","USA","36800","27872.31","8.4","696","579.86","0.17","303597826","168690189","141191057"
"2021-05-22","USA","10527","27012.75","8.14","479","566.09","0.17","305053382","169421660","141967984"
"2021-05-23","USA","14150","26237.96","7.91","189","548.91","0.17","305713996","169761157","142316361"
"2021-05-24","USA","25628","25695.58","7.74","417","538.91","0.16","307042685","170398835","143073807"
"2021-05-25","USA","22838","25086.17","7.56","700","532.85","0.16","308489320","171069780","143919341"
"2021-05-26","USA","23386","24395.68","7.35","966","527.18","0.16","309934797","171734539","144764763"
"2021-05-27","USA","27747","23635.59","7.12","1341","534.26","0.16","311292638","172352403","145570383"
"2021-05-28","USA","22024","22569.2","6.8","759","528.83","0.16","312634870","172962731","146363892"
"2021-05-29","USA","11560","20602.34","6.21","339","517.73","0.16","313406009","173347140","146787772"
"2021-05-30","USA","7442","19972.21","6.02","131","506.93","0.15","313793224","173548922","146993999"
"2021-05-31","USA","5503","18704.89","5.64","150","503","0.15","313997712","173638666","147117126"
"2021-06-01","USA","22570","16590.64","5","520","447.23","0.13","315286109","174171253","147911971"
"2021-06-02","USA","16858","15637.3","4.71","594","413.39","0.12","316412601","174667929","148600173"
"2021-06-03","USA","19471","14951.59","4.51","616","398.75","0.12","317669791","175132902","149447706"
"2021-06-04","USA","-23999","14562.02","4.39","139","391.96","0.12","319086318","175635124","150419130"
"2021-06-05","USA","10448","14409.87","4.34","375","393.86","0.12","320166407","175990760","151178104"
"2021-06-06","USA","6153","14196.55","4.28","252","396.84","0.12","320687243","176162803","151544876"
"2021-06-07","USA","19452","14473.22","4.36","336","373.45","0.11","321768537","176537052","152293833"
"2021-06-08","USA","14185","14807.22","4.46","375","414.61","0.12","322951685","176941527","153119134"
"2021-06-09","USA","20664","14764.59","4.45","572","430.88","0.13","324126137","177334244","153947620"
"2021-06-10","USA","15799","14515.73","4.37","460","423.21","0.13","325303229","177739683","154769267"
"2021-06-11","USA","16827","13834.35","4.17","517","420.8","0.13","326544221","178168641","155631661"
"2021-06-12","USA","8279","13409.78","4.04","170","413.3","0.12","327443326","178450294","156279042"
"2021-06-13","USA","6787","12891.44","3.89","95","391.98","0.12","327839088","178563805","156577925"
"2021-06-14","USA","15119","12836.89","3.87","210","381.15","0.11","328759101","178896548","157203653"
"2021-06-15","USA","11872","12620.2","3.8","452","371.56","0.11","329744485","179257897","157870547"
"2021-06-16","USA","14411","12459.14","3.75","424","360.98","0.11","330695630","179616231","158507464"
"2021-06-17","USA","12187","11983.3","3.61","288","350.64","0.11","331595411","179967748","159103536"
"2021-06-18","USA","12700","11626.29","3.5","469","336.92","0.1","332523845","180336534","159706319"
"2021-06-19","USA","7580","11575.02","3.49","169","324.25","0.1","333101435","180567840","160077969"
"2021-06-20","USA","4063","11517.3","3.47","90","321.15","0.1","333379912","180680215","160255045"
"2021-06-21","USA","15844","11178.55","3.37","288","313.07","0.09","333945577","180982647","160551577"
"2021-06-22","USA","12761","11377.71","3.43","432","311.38","0.09","334705734","181306712","161024262"
"2021-06-23","USA","14031","11283.86","3.4","398","305.97","0.09","335446508","181637579","161470302"
"2021-06-24","USA","14695","11637.29","3.51","355","312.75","0.09","336150148","181956089","161891776"
"2021-06-25","USA","14963","11943.62","3.6","458","314.57","0.09","336921541","182306817","162348742"
"2021-06-26","USA","6791","11933.3","3.6","126","313.03","0.09","337423329","182532541","162645955"
"2021-06-27","USA","4087","11909.39","3.59","96","315.03","0.09","337692191","182659719","162797623"
"2021-06-28","USA","15548","12340.32","3.72","161","297.19","0.09","338249878","182935697","163105683"
"2021-06-29","USA","15729","12322.14","3.71","379","290.51","0.09","338880595","183233290","163466073"
"2021-06-30","USA","15977","12899.71","3.89","323","283.03","0.09","339517243","183541437","163820348"
"2021-07-01","USA","64959","13093.02","3.95","247","269.87","0.08","340134935","183837138","164159915"
"2021-07-02","USA","20436","13957.16","4.21","266","265.51","0.08","340758805","184143764","164504455"
"2021-07-03","USA","3993","13861.73","4.18","86","264.94","0.08","341117662","184325874","164694291"
"2021-07-04","USA","2922","13951.09","4.2","37","260.32","0.08","341168658","184353899","164721942"
"2021-07-05","USA","4591","13813.04","4.16","41","258.03","0.08","341567690","184555831","164931970"
"2021-07-06","USA","27077","14211.05","4.28","317","230.35","0.07","342154834","184829857","165272246"
"2021-07-07","USA","30219","14999.74","4.52","322","237.59","0.07","342728862","185112829","165594179"
"2021-07-08","USA","49233","15890.74","4.79","366","236.99","0.07","343296740","185401571","165907061"
"2021-07-09","USA","35335","18198.92","5.48","407","236.72","0.07","343931531","185723939","166253794"
"2021-07-10","USA","7758","18370.97","5.54","88","228.14","0.07","344333935","185935691","166461897"
"2021-07-11","USA","5543","18512.78","5.58","30","222.48","0.07","344551459","186052633","166570606"
"2021-07-12","USA","35383","19966.42","6.02","273","218.39","0.07","345074839","186328150","166846254"
"2021-07-13","USA","42982","23127.44","6.97","432","258.47","0.08","345604611","186609815","167119174"
"2021-07-14","USA","38055","26796.77","8.08","393","266.32","0.08","346139725","186894730","167393631"
"2021-07-15","USA","36018","28626.3","8.63","338","278.77","0.08","346684121","187193532","167664223"
"2021-07-16","USA","52224","31123.21","9.38","357","275.04","0.08","347309592","187540278","167969133"
"2021-07-17","USA","12445","31864.71","9.6","83","270.97","0.08","347710722","187764228","168159247"
"2021-07-18","USA","9027","32211.62","9.71","37","270.26","0.08","347945224","187899544","168265353"
"2021-07-19","USA","59182","35704.6","10.76","231","263.95","0.08","348514545","188238908","168518995"
"2021-07-20","USA","62111","38381.54","11.57","300","257","0.08","349119207","188609484","168777989"
"2021-07-21","USA","60053","41683.82","12.56","397","252.83","0.08","349752329","188996202","169047980"
"2021-07-22","USA","65519","45891.25","13.83","362","257.34","0.08","350406377","189414334","169309341"
"2021-07-23","USA","82781","50351.96","15.17","443","270.4","0.08","351154305","189900995","169598439"
"2021-07-24","USA","21590","51323.04","15.47","101","272.69","0.08","351617554","190202135","169773393"
"2021-07-25","USA","13833","51833.07","15.62","49","273.67","0.08","351877915","190404278","169837362"
"2021-07-26","USA","93086","56996.11","17.18","259","282.28","0.09","352524039","190851832","170060267"
"2021-07-27","USA","106818","63391.82","19.1","484","301.62","0.09","353228600","191333172","170313715"
"2021-07-28","USA","84961","66965.75","20.18","505","320.26","0.1","353952553","191825383","170574770"
"2021-07-29","USA","98294","71623.25","21.59","393","323.13","0.1","354676925","192324298","170829845"
"2021-07-30","USA","122674","77457.98","23.34","671","337.49","0.1","355518404","192902517","171125189"
"2021-07-31","USA","29698","78005.79","23.51","144","341.33","0.1","356038132","193250303","171307489"
"2021-08-01","USA","22894","78844.36","23.76","63","343.04","0.1","356377861","193481569","171409424"
"2021-08-02","USA","136170","85850.4","25.87","458","361.58","0.11","357103617","193990270","171649401"
"2021-08-03","USA","150311","92234.45","27.8","669","400.08","0.12","357871567","194530994","171905088"
"2021-08-04","USA","112344","96137.65","28.97","725","432.71","0.13","358655216","195086109","172162718"
"2021-08-05","USA","126972","100265.21","30.22","574","461.26","0.14","359454531","195649555","172429431"
"2021-08-06","USA","168351","104947.39","31.63","849","506.67","0.15","360370503","196279987","172743457"
"2021-08-07","USA","42115","105404.3","31.77","206","510.51","0.15","360934260","196665066","172934988"
"2021-08-08","USA","36068","107250.08","32.32","131","519.08","0.16","361288186","196904648","173053736"
"2021-08-09","USA","178691","114141.43","34.4","720","526.87","0.16","362077715","197428551","173342789"
"2021-08-10","USA","162091","117456.63","35.4","1049","609.49","0.18","362884577","197962296","173640502"
"2021-08-11","USA","155577","122443.87","36.9","338","617.46","0.19","363660453","198464661","173938567"
"2021-08-12","USA","138709","124942.89","37.65","1022","676.06","0.2","364471389","198982786","174255060"
"2021-08-13","USA","187392","128647.51","38.77","1086","706.21","0.21","365426585","199567586","174646680"
"2021-08-14","USA","49817","127758.95","38.5","242","711.48","0.21","366056949","199932043","174891128"
"2021-08-15","USA","43818","127419.2","38.4","177","714.91","0.22","366460189","200144925","175053978"
"2021-08-16","USA","259493","133399.61","40.2","1016","755.04","0.23","367337157","200611812","175410225"
"2021-08-17","USA","144297","139864.03","42.15","993","755.05","0.23","368268534","201104856","175776168"
"2021-08-18","USA","164869","141371.05","42.61","1128","813.22","0.25","369229359","201594173","176157585"
"2021-08-19","USA","159806","144391.05","43.52","1734","911.9","0.27","370182079","202076701","176541112"
"2021-08-20","USA","199294","144471.63","43.54","1532","974.88","0.29","371298518","202617121","177022713"
"2021-08-21","USA","79391","145884.39","43.97","469","1001.99","0.3","371971796","202940961","177323091"
"2021-08-22","USA","40573","145223.72","43.77","185","1006.54","0.3","372365945","203127143","177504482"
"2021-08-23","USA","266147","148741.49","44.83","1359","1055.23","0.32","373291909","203569005","177912804"
"2021-08-24","USA","150197","149866.48","45.17","1413","1120.73","0.34","374248369","204031035","178330749"
"2021-08-25","USA","170936","152393.57","45.93","1465","1183.41","0.36","375221664","204500481","178756610"
"2021-08-26","USA","187761","155195.91","46.77","2213","1241.64","0.37","376218132","204976451","179192600"
"2021-08-27","USA","195911","155839.11","46.97","1774","1271.23","0.38","377396086","205509915","179736592"
"2021-08-28","USA","85259","156698.52","47.23","567","1284.18","0.39","378113144","205829068","180081187"
"2021-08-29","USA","42158","156787.52","47.25","280","1291.01","0.39","378546537","206022846","180288967"
"2021-08-30","USA","280403","160520.86","48.38","1725","1353.41","0.41","379485003","206442182","180727413"
"2021-08-31","USA","160250","161874.5","48.79","1438","1377.03","0.42","380429513","206865219","181157998"
"2021-09-01","USA","210995","164417.94","49.55","1935","1405.79","0.42","381382994","207292449","181571499"
"2021-09-02","USA","175696","164373.78","49.54","2937","1520.66","0.46","382283529","207694911","181975901"
"2021-09-03","USA","191475","163750.06","49.35","1979","1563.72","0.47","383328951","208148594","182468338"
"2021-09-04","USA","66054","163076.78","49.15","526","1555.65","0.47","383891281","208394348","182747117"
"2021-09-05","USA","44417","162631.46","49.01","377","1558.75","0.47","384258974","208562153","182921411"
"2021-09-06","USA","76976","156843.78","47.27","515","1550.42","0.47","384437087","208643647","183008689"
"2021-09-07","USA","301138","151538.35","45.67","2226","1471.04","0.44","385353978","208998698","183493518"
"2021-09-08","USA","184189","148793.32","44.84","2202","1532.1","0.46","386206174","209365235","183900013"
"2021-09-09","USA","170571","148270.46","44.69","3232","1579.39","0.48","387061507","209738332","184302325"
"2021-09-10","USA","176316","145965.34","43.99","2417","1638.41","0.49","388104721","210189605","184807143"
"2021-09-11","USA","73926","145217.13","43.76","691","1662.59","0.5","388709179","210449808","185111791"
"2021-09-12","USA","39558","143968.07","43.39","298","1643.99","0.5","389063721","210607970","185287936"
"2021-09-13","USA","285058","151645.32","45.7","1725","1643.75","0.5","389850754","210946424","185674894"
"2021-09-14","USA","152696","154517.54","46.57","2656","1872.65","0.56","390607594","211264249","186056489"
"2021-09-15","USA","170195","152668","46.01","2581","1936.62","0.58","391378996","211579753","186449543"
"2021-09-16","USA","154883","150417.57","45.33","3418","1965.93","0.59","392146951","211893181","186845153"
"2021-09-17","USA","166938","149036.43","44.92","2579","1989.25","0.6","393055398","212246231","187329087"
"2021-09-18","USA","68180","148047.79","44.62","824","2004.81","0.6","393580013","212451983","187606732"
"2021-09-19","USA","39956","147039.71","44.31","302","2003.97","0.6","393890824","212572910","187775224"
"2021-09-20","USA","208166","137227","41.36","2252","1951.42","0.59","394595089","212843199","188135176"
"2021-09-21","USA","129975","134767.14","40.62","2365","2061.76","0.62","395278874","213104749","188483482"
"2021-09-22","USA","147493","130794.38","39.42","2787","2109.05","0.64","395949782","213360473","188822202"
"2021-09-23","USA","127864","126903.28","38.25","3155","2067.52","0.62","396631061","213618091","189153317"
"2021-09-24","USA","140011","123107.95","37.1","2749","2098.87","0.63","397621884","213939876","189568675"
"2021-09-25","USA","51592","120376.2","36.28","629","2074.34","0.63","398297437","214140285","189799222"
"2021-09-26","USA","34235","119151.99","35.91","302","2068.59","0.62","398708697","214259208","189946325"
"2021-09-27","USA","194789","117994.29","35.56","2381","2056.03","0.62","399742996","214554243","190170548"
"2021-09-28","USA","113340","115124.39","34.7","2319","2030.35","0.61","400882294","214841139","190476943"
"2021-09-29","USA","128512","112934.71","34.04","2515","1975.09","0.6","402030070","215127006","190790886"
"2021-09-30","USA","116209","111241.16","33.53","2743","1915.65","0.58","403204153","215414801","191115499"
"2021-10-01","USA","125776","109200.23","32.91","2447","1873.22","0.56","404555441","215730864","191501793"
"2021-10-02","USA","44222","107594.19","32.43","648","1870.37","0.56","405189746","215903172","191711388"
"2021-10-03","USA","25839","106423.48","32.07","249","1801.88","0.54","405558325","216007702","191843635"
"2021-10-04","USA","172699","103799.45","31.28","2035","1828.42","0.55","406550550","216252645","192103509"
"2021-10-05","USA","98602","101694.17","30.65","2028","1817.22","0.55","407575421","216494851","192363395"
